312.6619912884299	987.7570858994989	
311.9766706020558	989.0118756063271	
312.12069968390915	990.1373810228632	
312.12069968390915	991.0461552389243	
311.9766706020558	991.7380022949234	
311.9766706020558	992.3008400114268	
313.0597675211443	993.7723668808283	
312.5182535549427	994.6810673023035	
313.45682803997295	995.9355122685455	
313.45682803997295	997.9699537510048	
243.04575375325064	955.2822081729323	
243.58846364623	954.7303624545896	
242.50295297670863	954.9134858951938	
243.58846364623	954.9134858951938	
244.13108301997045	949.5781865746652	
243.4386993524985	941.113024608542	
243.2874190417692	939.088648989833	
242.74396461662297	937.9841602286609	
245.067400206285	946.081708309433	
238.93717770387624	942.401454606676	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0.504	0	
0	0	
0.504	0	
0	0	
2106.4195727121423	4393.996421798827	
2108.227421973165	4389.293616614457	
2110.842797158233	4387.812443147319	
2110.605765136686	4396.958691299545	
2110.035258071614	4396.378553575171	
2107.9902967981	4403.524926553249	
2108.323647429361	4413.250781826631	
2108.6569659261622	4418.0149248170255	
2108.086377319407	4412.152372042288	
2107.849016424639	4400.364849996549	
2601.8879610903173	1106.8034579941425	
2614.242160143635	1120.0011581561894	
2624.439262486522	1120.0381690293405	
2629.311819572845	1118.549297386172	
2617.3032407284695	1100.57197641911	
2599.748889374713	1088.9907276952704	
2590.2340293378156	1066.8972473390781	
2588.6486453292137	1064.195152094066	
2584.797321663055	1053.1468375891163	
2586.3835325844457	1046.0124160029231	
1667.3915255120523	1111.4453902310418	
1672.941383636156	1111.7655253115317	
1665.3527887790483	1108.4820215972388	
1663.5402264058857	1104.558280826636	
1658.2164201476257	1103.3967082951194	
1657.6501861916213	1098.8922033414754	
1651.4200978500623	1097.4104927086778	
1655.8376278078993	1100.3738909038816	
1648.8150535962336	1095.9287589301362	
1648.8150535962336	1097.9913007924713	
398.90620033332095	248.81861994301846	
398.38294204508094	249.3455063602615	
397.8596528835926	249.3455063602615	
398.90620033332095	249.3455063602615	
397.8596528835926	249.3455063602615	
399.9526246281807	249.3455063602615	
398.90620033332095	249.3455063602615	
399.9526246281807	249.3455063602615	
398.90620033332095	248.81861994301846	
397.8596528835926	248.81861994301846	
