-1.0	0.0	0.0	0.0	0.0	
-1.0	-1.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	-1.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
141636.0	35.918365	139.907752	12.0	39.2	
-1.0	-1.0	0.0	0.0	0.0	
141718.0	35.918363	139.907753	12.1	39.2	
141719.0	35.918363	139.907753	0.0	0.0	
141721.0	35.918363	139.907753	12.1	39.2	
141722.0	35.918362	139.907753	12.1	39.2	
141720.0	35.918363	139.907753	12.1	39.2	
141723.0	35.918362	139.907753	12.1	39.2	
141724.0	35.918362	139.907753	0.0	0.0	
141729.0	35.918362	139.907753	12.1	39.2	
51830.0	35.923875	139.912195	0.0	0.0	
-1.0	-1.0	0.0	0.0	0.0	
51918.0	35.923875	139.912195	0.0	0.0	
51924.0	35.923875	139.912195	0.0	0.0	
51925.0	35.923875	139.912195	0.0	0.0	
51926.0	35.923875	139.912195	0.0	0.0	
51924.0	35.923875	139.912195	0.0	0.0	
51926.0	35.923875	139.912195	0.0	0.0	
51927.0	35.923875	139.912195	0.0	0.0	
51928.0	35.923875	139.912195	0.0	0.0	
80912.0	35.92385	139.912183	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
80957.0	35.923852	139.912185	0.0	0.0	
80959.0	35.92385	139.912185	0.0	0.0	
81000.0	35.92385	139.912183	0.0	0.0	
81001.0	35.92385	139.912183	0.0	0.0	
81002.0	35.92385	139.912183	0.0	0.0	
81003.0	35.92385	139.912183	0.0	0.0	
81004.0	35.923852	139.912183	0.0	0.0	
81005.0	35.923852	139.912183	0.0	0.0	
81311.0	35.92385	139.912193	0.0	0.0	
-1.0	-1.0	0.0	0.0	0.0	
81355.0	35.923853	139.912192	0.0	0.0	
81356.0	35.923853	139.912192	0.0	0.0	
81355.0	35.923853	139.912192	0.0	0.0	
81356.0	35.923853	139.912192	0.0	0.0	
81357.0	35.923853	139.912192	0.0	0.0	
81358.0	35.923853	139.912192	0.0	0.0	
81359.0	35.923853	139.912192	0.0	0.0	
81401.0	35.923853	139.912192	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	-1.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
-1.0	0.0	0.0	0.0	0.0	
